"AGE","GEO","TIME","SEX","UNIT","Value"
"Total","Euro area (19 countries)","1988","Males","Number","148.555.735"
"Total","Euro area (19 countries)","1988","Females","Number","157.672.162"
"Total","Euro area (19 countries)","1989","Total","Number","307.433.114"
"Total","Euro area (19 countries)","1989","Males","Number","149.203.726"
"Total","Euro area (19 countries)","1989","Females","Number","158.229.388"
"Total","Euro area (19 countries)","1990","Total","Number","308.841.704"
"Total","Euro area (19 countries)","1990","Males","Number","149.974.239"
"Total","Euro area (19 countries)","1990","Females","Number","158.867.465"
"Total","Euro area (19 countries)","1991","Total","Number","310.262.295"
"Total","Euro area (19 countries)","1991","Males","Number","150.740.940"
"Total","Euro area (19 countries)","1991","Females","Number","159.521.355"
"Total","Euro area (19 countries)","1992","Total","Number","311.610.504"
"Total","Euro area (19 countries)","1992","Males","Number","151.481.341"
"Total","Euro area (19 countries)","1992","Females","Number","160.129.163"
"Total","Euro area (19 countries)","1993","Total","Number","313.111.944"
"Total","Euro area (19 countries)","1993","Males","Number","152.326.873"
"Total","Euro area (19 countries)","1993","Females","Number","160.785.071"
"Total","Euro area (19 countries)","1994","Total","Number","314.121.560"
"Total","Euro area (19 countries)","1994","Males","Number","152.847.094"
"Total","Euro area (19 countries)","1994","Females","Number","161.274.466"
"Total","Euro area (19 countries)","1995","Total","Number","314.879.272"
"Total","Euro area (19 countries)","1995","Males","Number","153.223.070"
"Total","Euro area (19 countries)","1995","Females","Number","161.656.202"
"Total","Euro area (19 countries)","1996","Total","Number","315.679.276"
"Total","Euro area (19 countries)","1996","Males","Number","153.637.419"
"Total","Euro area (19 countries)","1996","Females","Number","162.041.857"
"Total","Euro area (19 countries)","1997","Total","Number","316.448.320"
"Total","Euro area (19 countries)","1997","Males","Number","154.029.259"
"Total","Euro area (19 countries)","1997","Females","Number","162.419.061"
"Total","Euro area (19 countries)","1998","Total","Number","318.755.544"
"Total","Euro area (19 countries)","1998","Males","Number","155.154.827"
"Total","Euro area (19 countries)","1998","Females","Number","163.600.717"
"Total","Euro area (19 countries)","1999","Total","Number","319.373.924"
"Total","Euro area (19 countries)","1999","Males","Number","155.465.172"
"Total","Euro area (19 countries)","1999","Females","Number","163.908.752"
"Total","Euro area (19 countries)","2000","Total","Number","320.375.247"
"Total","Euro area (19 countries)","2000","Males","Number","155.965.884"
"Total","Euro area (19 countries)","2000","Females","Number","164.409.363"
"Total","Euro area (19 countries)","2001","Total","Number","321.447.131"
"Total","Euro area (19 countries)","2001","Males","Number","156.496.446"
"Total","Euro area (19 countries)","2001","Females","Number","164.950.685"
"Total","Euro area (19 countries)","2002","Total","Number","322.819.636"
"Total","Euro area (19 countries)","2002","Males","Number","157.221.662"
"Total","Euro area (19 countries)","2002","Females","Number","165.597.974"
"Total","Euro area (19 countries)","2003","Total","Number","324.573.948"
"Total","Euro area (19 countries)","2003","Males","Number","158.130.051"
"Total","Euro area (19 countries)","2003","Females","Number","166.443.897"
"Total","Euro area (19 countries)","2004","Total","Number","326.314.018"
"Total","Euro area (19 countries)","2004","Males","Number","159.019.265"
"Total","Euro area (19 countries)","2004","Females","Number","167.294.753"
"Total","Euro area (19 countries)","2005","Total","Number","328.141.448"
"Total","Euro area (19 countries)","2005","Males","Number","159.963.983"
"Total","Euro area (19 countries)","2005","Females","Number","168.177.465"
"Total","Euro area (19 countries)","2006","Total","Number","329.684.938"
"Total","Euro area (19 countries)","2006","Males","Number","160.759.822"
"Total","Euro area (19 countries)","2006","Females","Number","168.925.116"
"Total","Euro area (19 countries)","2007","Total","Number","331.204.579"
"Total","Euro area (19 countries)","2007","Males","Number","161.550.072"
"Total","Euro area (19 countries)","2007","Females","Number","169.654.507"
"Total","Euro area (19 countries)","2008","Total","Number","333.096.775"
"Total","Euro area (19 countries)","2008","Males","Number","162.516.883"
"Total","Euro area (19 countries)","2008","Females","Number","170.579.892"
"Total","Euro area (19 countries)","2009","Total","Number","334.470.255"
"Total","Euro area (19 countries)","2009","Males","Number","163.200.400"
"Total","Euro area (19 countries)","2009","Females","Number","171.269.855"
"Total","Euro area (19 countries)","2010","Total","Number","335.266.424"
"Total","Euro area (19 countries)","2010","Males","Number","163.564.373"
"Total","Euro area (19 countries)","2010","Females","Number","171.702.051"
"Total","Euro area (19 countries)","2011","Total","Number","334.572.589"
"Total","Euro area (19 countries)","2011","Males","Number","162.975.518"
"Total","Euro area (19 countries)","2011","Females","Number","171.597.071"
"Total","Euro area (19 countries)","2012","Total","Number","335.288.924"
"Total","Euro area (19 countries)","2012","Males","Number","163.336.550"
"Total","Euro area (19 countries)","2012","Females","Number","171.952.374"
"Total","Euro area (19 countries)","2013","Total","Number","336.044.966"
"Total","Euro area (19 countries)","2013","Males","Number","163.743.356"
"Total","Euro area (19 countries)","2013","Females","Number","172.301.610"
"Total","Euro area (19 countries)","2014","Total","Number","337.764.352"
"Total","Euro area (19 countries)","2014","Males","Number","164.650.147"
"Total","Euro area (19 countries)","2014","Females","Number","173.114.205"
"Total","Euro area (19 countries)","2015","Total","Number","338.562.121"
"Total","Euro area (19 countries)","2015","Males","Number","165.083.445"
"Total","Euro area (19 countries)","2015","Females","Number","173.478.676"
"Total","Euro area (19 countries)","2016","Total","Number","339.787.987"
"Total","Euro area (19 countries)","2016","Males","Number","165.898.906"
"Total","Euro area (19 countries)","2016","Females","Number","173.889.081"
"Total","Euro area (19 countries)","2017","Total","Number","340.535.447"
"Total","Euro area (19 countries)","2017","Males","Number","166.304.406"
"Total","Euro area (19 countries)","2017","Females","Number","174.231.041"
"Total","Euro area (19 countries)","2018","Total","Number","341.152.946"
"Total","Euro area (19 countries)","2018","Males","Number","166.648.743"
"Total","Euro area (19 countries)","2018","Females","Number","174.504.203"
"Total","Euro area (18 countries)","1960","Total","Number","260.384.692"
"Total","Euro area (18 countries)","1960","Males","Number",":"
"Total","Euro area (18 countries)","1960","Females","Number",":"
"Total","Euro area (18 countries)","1961","Total","Number",":"
"Total","Euro area (18 countries)","1961","Males","Number",":"
"Total","Euro area (18 countries)","1961","Females","Number",":"
"Total","Euro area (18 countries)","1962","Total","Number",":"
"Total","Euro area (18 countries)","1962","Males","Number",":"
"Total","Euro area (18 countries)","1962","Females","Number",":"
"Total","Euro area (18 countries)","1963","Total","Number",":"
"Total","Euro area (18 countries)","1963","Males","Number",":"
"Total","Euro area (18 countries)","1963","Females","Number",":"
"Total","Euro area (18 countries)","1964","Total","Number",":"
"Total","Euro area (18 countries)","1964","Males","Number",":"
"Total","Euro area (18 countries)","1964","Females","Number",":"
"Total","Euro area (18 countries)","1965","Total","Number","272.477.051"
"Total","Euro area (18 countries)","1965","Males","Number",":"
"Total","Euro area (18 countries)","1965","Females","Number",":"
"Total","Euro area (18 countries)","1966","Total","Number",":"
"Total","Euro area (18 countries)","1966","Males","Number",":"
"Total","Euro area (18 countries)","1966","Females","Number",":"
"Total","Euro area (18 countries)","1967","Total","Number",":"
"Total","Euro area (18 countries)","1967","Males","Number",":"
"Total","Euro area (18 countries)","1967","Females","Number",":"
"Total","Euro area (18 countries)","1968","Total","Number",":"
"Total","Euro area (18 countries)","1968","Males","Number",":"
"Total","Euro area (18 countries)","1968","Females","Number",":"
"Total","Euro area (18 countries)","1969","Total","Number",":"
"Total","Euro area (18 countries)","1969","Males","Number",":"
"Total","Euro area (18 countries)","1969","Females","Number",":"
"Total","Euro area (18 countries)","1970","Total","Number","282.389.942"
"Total","Euro area (18 countries)","1970","Males","Number",":"
"Total","Euro area (18 countries)","1970","Females","Number",":"
"Total","Euro area (18 countries)","1971","Total","Number","283.638.201"
"Total","Euro area (18 countries)","1971","Males","Number",":"
"Total","Euro area (18 countries)","1971","Females","Number",":"
"Total","Euro area (18 countries)","1972","Total","Number",":"
"Total","Euro area (18 countries)","1972","Males","Number",":"
"Total","Euro area (18 countries)","1972","Females","Number",":"
"Total","Euro area (18 countries)","1973","Total","Number",":"
"Total","Euro area (18 countries)","1973","Males","Number",":"
"Total","Euro area (18 countries)","1973","Females","Number",":"
"Total","Euro area (18 countries)","1974","Total","Number",":"
"Total","Euro area (18 countries)","1974","Males","Number",":"
"Total","Euro area (18 countries)","1974","Females","Number",":"
"Total","Euro area (18 countries)","1975","Total","Number","290.585.714"
"Total","Euro area (18 countries)","1975","Males","Number",":"
"Total","Euro area (18 countries)","1975","Females","Number",":"
"Total","Euro area (18 countries)","1976","Total","Number","291.897.664"
"Total","Euro area (18 countries)","1976","Males","Number",":"
"Total","Euro area (18 countries)","1976","Females","Number",":"
"Total","Euro area (18 countries)","1977","Total","Number","293.005.775"
"Total","Euro area (18 countries)","1977","Males","Number","141.906.812"
"Total","Euro area (18 countries)","1977","Females","Number","151.098.963"
"Total","Euro area (18 countries)","1978","Total","Number","294.187.553"
"Total","Euro area (18 countries)","1978","Males","Number","142.482.384"
"Total","Euro area (18 countries)","1978","Females","Number","151.705.169"
"Total","Euro area (18 countries)","1979","Total","Number","295.380.797"
