"UNIT","GEO","TIME","NA_ITEM","Value"
"Current prices, million euro","Luxembourg","2017","Gross domestic product at market prices","56.814,2"
"Current prices, million euro","Luxembourg","2018","Gross domestic product at market prices","60.053,1"
"Current prices, million euro","Hungary","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Hungary","1995","Gross domestic product at market prices","35.469,4"
"Current prices, million euro","Hungary","1996","Gross domestic product at market prices","36.758,4"
"Current prices, million euro","Hungary","1997","Gross domestic product at market prices","41.741,4"
"Current prices, million euro","Hungary","1998","Gross domestic product at market prices","43.408,6"
"Current prices, million euro","Hungary","1999","Gross domestic product at market prices","46.040,1"
"Current prices, million euro","Hungary","2000","Gross domestic product at market prices","51.238,5"
"Current prices, million euro","Hungary","2001","Gross domestic product at market prices","60.012,9"
"Current prices, million euro","Hungary","2002","Gross domestic product at market prices","71.756,1"
"Current prices, million euro","Hungary","2003","Gross domestic product at market prices","75.442,8"
"Current prices, million euro","Hungary","2004","Gross domestic product at market prices","83.753,7"
"Current prices, million euro","Hungary","2005","Gross domestic product at market prices","90.905,1"
"Current prices, million euro","Hungary","2006","Gross domestic product at market prices","92.016,6"
"Current prices, million euro","Hungary","2007","Gross domestic product at market prices","102.253,3"
"Current prices, million euro","Hungary","2008","Gross domestic product at market prices","108.215,8"
"Current prices, million euro","Hungary","2009","Gross domestic product at market prices","94.382,6"
"Current prices, million euro","Hungary","2010","Gross domestic product at market prices","98.986,8"
"Current prices, million euro","Hungary","2011","Gross domestic product at market prices","101.552,7"
"Current prices, million euro","Hungary","2012","Gross domestic product at market prices","99.733,6"
"Current prices, million euro","Hungary","2013","Gross domestic product at market prices","102.032,3"
"Current prices, million euro","Hungary","2014","Gross domestic product at market prices","105.905,9"
"Current prices, million euro","Hungary","2015","Gross domestic product at market prices","112.210,3"
"Current prices, million euro","Hungary","2016","Gross domestic product at market prices","115.259,2"
"Current prices, million euro","Hungary","2017","Gross domestic product at market prices","125.603,1"
"Current prices, million euro","Hungary","2018","Gross domestic product at market prices","133.782,2"
"Current prices, million euro","Malta","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Malta","1995","Gross domestic product at market prices","2.829,0"
"Current prices, million euro","Malta","1996","Gross domestic product at market prices","2.997,6"
"Current prices, million euro","Malta","1997","Gross domestic product at market prices","3.331,5"
"Current prices, million euro","Malta","1998","Gross domestic product at market prices","3.550,5"
"Current prices, million euro","Malta","1999","Gross domestic product at market prices","3.835,1"
"Current prices, million euro","Malta","2000","Gross domestic product at market prices","4.394,9"
"Current prices, million euro","Malta","2001","Gross domestic product at market prices","4.541,1"
"Current prices, million euro","Malta","2002","Gross domestic product at market prices","4.737,2"
"Current prices, million euro","Malta","2003","Gross domestic product at market prices","4.794,7"
"Current prices, million euro","Malta","2004","Gross domestic product at market prices","4.867,2"
"Current prices, million euro","Malta","2005","Gross domestic product at market prices","5.142,1"
"Current prices, million euro","Malta","2006","Gross domestic product at market prices","5.386,1"
"Current prices, million euro","Malta","2007","Gross domestic product at market prices","5.757,5"
"Current prices, million euro","Malta","2008","Gross domestic product at market prices","6.128,7"
"Current prices, million euro","Malta","2009","Gross domestic product at market prices","6.138,6"
"Current prices, million euro","Malta","2010","Gross domestic product at market prices","6.599,5"
"Current prices, million euro","Malta","2011","Gross domestic product at market prices","6.832,0"
"Current prices, million euro","Malta","2012","Gross domestic product at market prices","7.168,0"
"Current prices, million euro","Malta","2013","Gross domestic product at market prices","7.645,3"
"Current prices, million euro","Malta","2014","Gross domestic product at market prices","8.508,3"
"Current prices, million euro","Malta","2015","Gross domestic product at market prices","9.657,9"
"Current prices, million euro","Malta","2016","Gross domestic product at market prices","10.346,5"
"Current prices, million euro","Malta","2017","Gross domestic product at market prices","11.302,8"
"Current prices, million euro","Malta","2018","Gross domestic product at market prices","12.323,8"
"Current prices, million euro","Netherlands","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Netherlands","1995","Gross domestic product at market prices","346.000,8"
"Current prices, million euro","Netherlands","1996","Gross domestic product at market prices","354.929,1"
"Current prices, million euro","Netherlands","1997","Gross domestic product at market prices","367.861,6"
"Current prices, million euro","Netherlands","1998","Gross domestic product at market prices","391.460,9"
"Current prices, million euro","Netherlands","1999","Gross domestic product at market prices","419.459,0"
"Current prices, million euro","Netherlands","2000","Gross domestic product at market prices","452.007,0"
"Current prices, million euro","Netherlands","2001","Gross domestic product at market prices","481.881,0"
"Current prices, million euro","Netherlands","2002","Gross domestic product at market prices","501.137,0"
"Current prices, million euro","Netherlands","2003","Gross domestic product at market prices","512.810,0"
"Current prices, million euro","Netherlands","2004","Gross domestic product at market prices","529.286,0"
"Current prices, million euro","Netherlands","2005","Gross domestic product at market prices","550.883,0"
"Current prices, million euro","Netherlands","2006","Gross domestic product at market prices","584.546,0"
"Current prices, million euro","Netherlands","2007","Gross domestic product at market prices","619.170,0"
"Current prices, million euro","Netherlands","2008","Gross domestic product at market prices","647.198,0"
"Current prices, million euro","Netherlands","2009","Gross domestic product at market prices","624.842,0"
"Current prices, million euro","Netherlands","2010","Gross domestic product at market prices","639.187,0"
"Current prices, million euro","Netherlands","2011","Gross domestic product at market prices","650.359,0"
"Current prices, million euro","Netherlands","2012","Gross domestic product at market prices","652.966,0"
"Current prices, million euro","Netherlands","2013","Gross domestic product at market prices","660.463,0"
"Current prices, million euro","Netherlands","2014","Gross domestic product at market prices","671.560,0"
"Current prices, million euro","Netherlands","2015","Gross domestic product at market prices","690.008,0"
"Current prices, million euro","Netherlands","2016","Gross domestic product at market prices","708.337,0"
"Current prices, million euro","Netherlands","2017","Gross domestic product at market prices","738.146,0"
"Current prices, million euro","Netherlands","2018","Gross domestic product at market prices","774.039,0"
"Current prices, million euro","Austria","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Austria","1995","Gross domestic product at market prices","184.351,3"
"Current prices, million euro","Austria","1996","Gross domestic product at market prices","186.968,1"
"Current prices, million euro","Austria","1997","Gross domestic product at market prices","187.853,7"
"Current prices, million euro","Austria","1998","Gross domestic product at market prices","195.011,9"
"Current prices, million euro","Austria","1999","Gross domestic product at market prices","203.850,6"
"Current prices, million euro","Austria","2000","Gross domestic product at market prices","213.606,5"
"Current prices, million euro","Austria","2001","Gross domestic product at market prices","220.525,1"
"Current prices, million euro","Austria","2002","Gross domestic product at market prices","226.735,2"
"Current prices, million euro","Austria","2003","Gross domestic product at market prices","231.862,5"
"Current prices, million euro","Austria","2004","Gross domestic product at market prices","242.348,3"
"Current prices, million euro","Austria","2005","Gross domestic product at market prices","254.075,0"
"Current prices, million euro","Austria","2006","Gross domestic product at market prices","267.824,5"
"Current prices, million euro","Austria","2007","Gross domestic product at market prices","283.978,0"
"Current prices, million euro","Austria","2008","Gross domestic product at market prices","293.761,9"
"Current prices, million euro","Austria","2009","Gross domestic product at market prices","288.044,0"
"Current prices, million euro","Austria","2010","Gross domestic product at market prices","295.896,6"
"Current prices, million euro","Austria","2011","Gross domestic product at market prices","310.128,7"
"Current prices, million euro","Austria","2012","Gross domestic product at market prices","318.653,0"
"Current prices, million euro","Austria","2013","Gross domestic product at market prices","323.910,2"
"Current prices, million euro","Austria","2014","Gross domestic product at market prices","333.146,1"
"Current prices, million euro","Austria","2015","Gross domestic product at market prices","344.269,2"
"Current prices, million euro","Austria","2016","Gross domestic product at market prices","357.299,7"
"Current prices, million euro","Austria","2017","Gross domestic product at market prices","370.295,8"
"Current prices, million euro","Austria","2018","Gross domestic product at market prices","385.711,9"
"Current prices, million euro","Poland","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Poland","1995","Gross domestic product at market prices","108.715,7"
"Current prices, million euro","Poland","1996","Gross domestic product at market prices","126.003,6"
"Current prices, million euro","Poland","1997","Gross domestic product at market prices","140.437,4"
"Current prices, million euro","Poland","1998","Gross domestic product at market prices","154.747,6"
"Current prices, million euro","Poland","1999","Gross domestic product at market prices","159.267,4"
"Current prices, million euro","Poland","2000","Gross domestic product at market prices","186.375,9"
"Current prices, million euro","Poland","2001","Gross domestic product at market prices","212.405,7"
"Current prices, million euro","Poland","2002","Gross domestic product at market prices","210.146,0"
"Current prices, million euro","Poland","2003","Gross domestic product at market prices","192.274,3"
"Current prices, million euro","Poland","2004","Gross domestic product at market prices","206.119,6"
"Current prices, million euro","Poland","2005","Gross domestic product at market prices","246.201,3"
"Current prices, million euro","Poland","2006","Gross domestic product at market prices","274.602,5"
"Current prices, million euro","Poland","2007","Gross domestic product at market prices","313.874,0"
"Current prices, million euro","Poland","2008","Gross domestic product at market prices","366.182,3"
"Current prices, million euro","Poland","2009","Gross domestic product at market prices","317.082,9"
"Current prices, million euro","Poland","2010","Gross domestic product at market prices","361.803,9"
"Current prices, million euro","Poland","2011","Gross domestic product at market prices","380.241,7"
"Current prices, million euro","Poland","2012","Gross domestic product at market prices","389.376,8"
"Current prices, million euro","Poland","2013","Gross domestic product at market prices","394.733,8"
"Current prices, million euro","Poland","2014","Gross domestic product at market prices","411.163,2"
"Current prices, million euro","Poland","2015","Gross domestic product at market prices","430.258,1"
"Current prices, million euro","Poland","2016","Gross domestic product at market prices","426.555,7"
"Current prices, million euro","Poland","2017","Gross domestic product at market prices","467.312,9"
"Current prices, million euro","Poland","2018","Gross domestic product at market prices","496.360,9"
"Current prices, million euro","Portugal","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Portugal","1995","Gross domestic product at market prices","91.015,8"
"Current prices, million euro","Portugal","1996","Gross domestic product at market prices","96.626,8"
"Current prices, million euro","Portugal","1997","Gross domestic product at market prices","103.306,6"
"Current prices, million euro","Portugal","1998","Gross domestic product at market prices","110.683,7"
"Current prices, million euro","Portugal","1999","Gross domestic product at market prices","119.603,3"
"Current prices, million euro","Portugal","2000","Gross domestic product at market prices","128.414,4"
"Current prices, million euro","Portugal","2001","Gross domestic product at market prices","135.775,0"
"Current prices, million euro","Portugal","2002","Gross domestic product at market prices","142.554,3"
"Current prices, million euro","Portugal","2003","Gross domestic product at market prices","146.067,9"
"Current prices, million euro","Portugal","2004","Gross domestic product at market prices","152.248,4"
"Current prices, million euro","Portugal","2005","Gross domestic product at market prices","158.552,7"
"Current prices, million euro","Portugal","2006","Gross domestic product at market prices","166.260,5"
"Current prices, million euro","Portugal","2007","Gross domestic product at market prices","175.483,4"
"Current prices, million euro","Portugal","2008","Gross domestic product at market prices","179.102,8"
"Current prices, million euro","Portugal","2009","Gross domestic product at market prices","175.416,4"
"Current prices, million euro","Portugal","2010","Gross domestic product at market prices","179.610,8"
"Current prices, million euro","Portugal","2011","Gross domestic product at market prices","176.096,2"
"Current prices, million euro","Portugal","2012","Gross domestic product at market prices","168.295,6"
"Current prices, million euro","Portugal","2013","Gross domestic product at market prices","170.492,3"
"Current prices, million euro","Portugal","2014","Gross domestic product at market prices","173.053,7"
"Current prices, million euro","Portugal","2015","Gross domestic product at market prices","179.713,2"
"Current prices, million euro","Portugal","2016","Gross domestic product at market prices","186.489,8"
"Current prices, million euro","Portugal","2017","Gross domestic product at market prices","195.947,2"
"Current prices, million euro","Portugal","2018","Gross domestic product at market prices","203.896,2"
"Current prices, million euro","Romania","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Romania","1995","Gross domestic product at market prices","28.589,8"
"Current prices, million euro","Romania","1996","Gross domestic product at market prices","29.035,4"
"Current prices, million euro","Romania","1997","Gross domestic product at market prices","31.450,5"
"Current prices, million euro","Romania","1998","Gross domestic product at market prices","37.063,3"
"Current prices, million euro","Romania","1999","Gross domestic product at market prices","33.726,8"
"Current prices, million euro","Romania","2000","Gross domestic product at market prices","40.594,9"
"Current prices, million euro","Romania","2001","Gross domestic product at market prices","45.143,6"
"Current prices, million euro","Romania","2002","Gross domestic product at market prices","48.695,7"
"Current prices, million euro","Romania","2003","Gross domestic product at market prices","51.108,5"
"Current prices, million euro","Romania","2004","Gross domestic product at market prices","60.402,0"
"Current prices, million euro","Romania","2005","Gross domestic product at market prices","79.223,9"
"Current prices, million euro","Romania","2006","Gross domestic product at market prices","97.215,6"
"Current prices, million euro","Romania","2007","Gross domestic product at market prices","127.632,0"
"Current prices, million euro","Romania","2008","Gross domestic product at market prices","146.590,6"
"Current prices, million euro","Romania","2009","Gross domestic product at market prices","125.213,9"
"Current prices, million euro","Romania","2010","Gross domestic product at market prices","125.408,8"
"Current prices, million euro","Romania","2011","Gross domestic product at market prices","131.925,4"
"Current prices, million euro","Romania","2012","Gross domestic product at market prices","133.147,1"
"Current prices, million euro","Romania","2013","Gross domestic product at market prices","143.801,6"
"Current prices, million euro","Romania","2014","Gross domestic product at market prices","150.458,0"
"Current prices, million euro","Romania","2015","Gross domestic product at market prices","160.297,8"
"Current prices, million euro","Romania","2016","Gross domestic product at market prices","170.393,6"
"Current prices, million euro","Romania","2017","Gross domestic product at market prices","187.772,7"
"Current prices, million euro","Romania","2018","Gross domestic product at market prices","202.883,6"
"Current prices, million euro","Slovenia","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Slovenia","1995","Gross domestic product at market prices","16.340,4"
"Current prices, million euro","Slovenia","1996","Gross domestic product at market prices","16.946,1"
"Current prices, million euro","Slovenia","1997","Gross domestic product at market prices","18.320,7"
"Current prices, million euro","Slovenia","1998","Gross domestic product at market prices","19.784,6"
"Current prices, million euro","Slovenia","1999","Gross domestic product at market prices","21.227,5"
"Current prices, million euro","Slovenia","2000","Gross domestic product at market prices","21.866,8"
"Current prices, million euro","Slovenia","2001","Gross domestic product at market prices","23.249,1"
"Current prices, million euro","Slovenia","2002","Gross domestic product at market prices","24.972,4"
"Current prices, million euro","Slovenia","2003","Gross domestic product at market prices","26.247,5"
"Current prices, million euro","Slovenia","2004","Gross domestic product at market prices","27.692,0"
"Current prices, million euro","Slovenia","2005","Gross domestic product at market prices","29.122,3"
"Current prices, million euro","Slovenia","2006","Gross domestic product at market prices","31.476,1"
"Current prices, million euro","Slovenia","2007","Gross domestic product at market prices","35.073,5"
"Current prices, million euro","Slovenia","2008","Gross domestic product at market prices","37.925,7"
"Current prices, million euro","Slovenia","2009","Gross domestic product at market prices","36.254,9"
"Current prices, million euro","Slovenia","2010","Gross domestic product at market prices","36.363,9"
"Current prices, million euro","Slovenia","2011","Gross domestic product at market prices","37.058,6"
"Current prices, million euro","Slovenia","2012","Gross domestic product at market prices","36.253,3"
"Current prices, million euro","Slovenia","2013","Gross domestic product at market prices","36.454,3"
"Current prices, million euro","Slovenia","2014","Gross domestic product at market prices","37.634,3"
"Current prices, million euro","Slovenia","2015","Gross domestic product at market prices","38.852,6"
"Current prices, million euro","Slovenia","2016","Gross domestic product at market prices","40.366,6"
"Current prices, million euro","Slovenia","2017","Gross domestic product at market prices","42.987,1"
"Current prices, million euro","Slovenia","2018","Gross domestic product at market prices","45.754,8"
"Current prices, million euro","Slovakia","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Slovakia","1995","Gross domestic product at market prices","15.259,4"
"Current prices, million euro","Slovakia","1996","Gross domestic product at market prices","16.990,3"
"Current prices, million euro","Slovakia","1997","Gross domestic product at market prices","19.299,1"
"Current prices, million euro","Slovakia","1998","Gross domestic product at market prices","20.315,3"
"Current prices, million euro","Slovakia","1999","Gross domestic product at market prices","19.491,5"
"Current prices, million euro","Slovakia","2000","Gross domestic product at market prices","22.346,8"
"Current prices, million euro","Slovakia","2001","Gross domestic product at market prices","23.871,6"
"Current prices, million euro","Slovakia","2002","Gross domestic product at market prices","26.305,6"
"Current prices, million euro","Slovakia","2003","Gross domestic product at market prices","30.064,5"
"Current prices, million euro","Slovakia","2004","Gross domestic product at market prices","34.702,3"
"Current prices, million euro","Slovakia","2005","Gross domestic product at market prices","39.348,3"
"Current prices, million euro","Slovakia","2006","Gross domestic product at market prices","45.530,2"
"Current prices, million euro","Slovakia","2007","Gross domestic product at market prices","56.241,6"
"Current prices, million euro","Slovakia","2008","Gross domestic product at market prices","66.002,8"
"Current prices, million euro","Slovakia","2009","Gross domestic product at market prices","64.023,1"
"Current prices, million euro","Slovakia","2010","Gross domestic product at market prices","67.577,3"
"Current prices, million euro","Slovakia","2011","Gross domestic product at market prices","70.627,2"
"Current prices, million euro","Slovakia","2012","Gross domestic product at market prices","72.703,5"
"Current prices, million euro","Slovakia","2013","Gross domestic product at market prices","74.169,9"
"Current prices, million euro","Slovakia","2014","Gross domestic product at market prices","76.087,8"
"Current prices, million euro","Slovakia","2015","Gross domestic product at market prices","79.138,2"
"Current prices, million euro","Slovakia","2016","Gross domestic product at market prices","81.226,1"
"Current prices, million euro","Slovakia","2017","Gross domestic product at market prices","84.850,9"
"Current prices, million euro","Slovakia","2018","Gross domestic product at market prices","90.201,8"
