"NA_ITEM","GEO","TIME","UNIT","SECTOR","Value"
"Government consolidated gross debt","France","2001","Million euro","Total economy",":"
"Government consolidated gross debt","France","2001","Million euro","General government","897.446,0"
"Government consolidated gross debt","France","2002","Million euro","Total economy",":"
"Government consolidated gross debt","France","2002","Million euro","General government","956.794,0"
"Government consolidated gross debt","France","2003","Million euro","Total economy",":"
"Government consolidated gross debt","France","2003","Million euro","General government","1.050.356,0"
"Government consolidated gross debt","France","2004","Million euro","Total economy",":"
"Government consolidated gross debt","France","2004","Million euro","General government","1.123.615,0"
"Government consolidated gross debt","France","2005","Million euro","Total economy",":"
"Government consolidated gross debt","France","2005","Million euro","General government","1.189.919,0"
"Government consolidated gross debt","France","2006","Million euro","Total economy",":"
"Government consolidated gross debt","France","2006","Million euro","General government","1.194.106,0"
"Government consolidated gross debt","France","2007","Million euro","Total economy",":"
"Government consolidated gross debt","France","2007","Million euro","General government","1.252.867,0"
"Government consolidated gross debt","France","2008","Million euro","Total economy",":"
"Government consolidated gross debt","France","2008","Million euro","General government","1.370.326,0"
"Government consolidated gross debt","France","2009","Million euro","Total economy",":"
"Government consolidated gross debt","France","2009","Million euro","General government","1.607.983,0"
"Government consolidated gross debt","France","2010","Million euro","Total economy",":"
"Government consolidated gross debt","France","2010","Million euro","General government","1.701.122,0"
"Government consolidated gross debt","France","2011","Million euro","Total economy",":"
"Government consolidated gross debt","France","2011","Million euro","General government","1.807.957,0"
"Government consolidated gross debt","France","2012","Million euro","Total economy",":"
"Government consolidated gross debt","France","2012","Million euro","General government","1.892.540,0"
"Government consolidated gross debt","France","2013","Million euro","Total economy",":"
"Government consolidated gross debt","France","2013","Million euro","General government","1.977.734,0"
"Government consolidated gross debt","France","2014","Million euro","Total economy",":"
"Government consolidated gross debt","France","2014","Million euro","General government","2.039.884,0"
"Government consolidated gross debt","France","2015","Million euro","Total economy",":"
"Government consolidated gross debt","France","2015","Million euro","General government","2.101.255,0"
"Government consolidated gross debt","France","2016","Million euro","Total economy",":"
"Government consolidated gross debt","France","2016","Million euro","General government","2.188.481,0"
"Government consolidated gross debt","France","2017","Million euro","Total economy",":"
"Government consolidated gross debt","France","2017","Million euro","General government","2.258.656,0"
"Government consolidated gross debt","France","2018","Million euro","Total economy",":"
"Government consolidated gross debt","France","2018","Million euro","General government","2.315.298,0"
"Government consolidated gross debt","Croatia","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","1995","Million euro","General government","3.901,2"
"Government consolidated gross debt","Croatia","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","1996","Million euro","General government","4.716,0"
"Government consolidated gross debt","Croatia","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","1997","Million euro","General government","5.274,6"
"Government consolidated gross debt","Croatia","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","1998","Million euro","General government","5.048,8"
"Government consolidated gross debt","Croatia","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","1999","Million euro","General government","6.294,4"
"Government consolidated gross debt","Croatia","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2000","Million euro","General government","8.441,0"
"Government consolidated gross debt","Croatia","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2001","Million euro","General government","9.642,3"
"Government consolidated gross debt","Croatia","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2002","Million euro","General government","10.359,5"
"Government consolidated gross debt","Croatia","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2003","Million euro","General government","11.582,1"
"Government consolidated gross debt","Croatia","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2004","Million euro","General government","13.166,8"
"Government consolidated gross debt","Croatia","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2005","Million euro","General government","15.065,5"
"Government consolidated gross debt","Croatia","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2006","Million euro","General government","15.467,8"
"Government consolidated gross debt","Croatia","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2007","Million euro","General government","16.389,5"
"Government consolidated gross debt","Croatia","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2008","Million euro","General government","18.438,4"
"Government consolidated gross debt","Croatia","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2009","Million euro","General government","21.923,7"
"Government consolidated gross debt","Croatia","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2010","Million euro","General government","25.566,4"
"Government consolidated gross debt","Croatia","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2011","Million euro","General government","28.257,1"
"Government consolidated gross debt","Croatia","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2012","Million euro","General government","30.417,4"
"Government consolidated gross debt","Croatia","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2013","Million euro","General government","34.977,1"
"Government consolidated gross debt","Croatia","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2014","Million euro","General government","36.366,3"
"Government consolidated gross debt","Croatia","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2015","Million euro","General government","37.231,3"
"Government consolidated gross debt","Croatia","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2016","Million euro","General government","37.404,4"
"Government consolidated gross debt","Croatia","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2017","Million euro","General government","38.214,5"
"Government consolidated gross debt","Croatia","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Croatia","2018","Million euro","General government","38.407,3"
"Government consolidated gross debt","Italy","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","1995","Million euro","General government","1.070.571,7"
"Government consolidated gross debt","Italy","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","1996","Million euro","General government","1.227.834,7"
"Government consolidated gross debt","Italy","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","1997","Million euro","General government","1.236.200,8"
"Government consolidated gross debt","Italy","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","1998","Million euro","General government","1.258.222,6"
"Government consolidated gross debt","Italy","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","1999","Million euro","General government","1.285.054,1"
"Government consolidated gross debt","Italy","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2000","Million euro","General government","1.302.668,7"
"Government consolidated gross debt","Italy","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2001","Million euro","General government","1.360.291,5"
"Government consolidated gross debt","Italy","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2002","Million euro","General government","1.371.769,8"
"Government consolidated gross debt","Italy","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2003","Million euro","General government","1.397.472,4"
"Government consolidated gross debt","Italy","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2004","Million euro","General government","1.449.660,9"
"Government consolidated gross debt","Italy","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2005","Million euro","General government","1.518.670,0"
"Government consolidated gross debt","Italy","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2006","Million euro","General government","1.588.074,0"
"Government consolidated gross debt","Italy","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2007","Million euro","General government","1.606.203,2"
"Government consolidated gross debt","Italy","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2008","Million euro","General government","1.671.450,6"
"Government consolidated gross debt","Italy","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2009","Million euro","General government","1.770.229,8"
"Government consolidated gross debt","Italy","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2010","Million euro","General government","1.851.813,0"
"Government consolidated gross debt","Italy","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2011","Million euro","General government","1.907.996,3"
"Government consolidated gross debt","Italy","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2012","Million euro","General government","1.990.140,4"
"Government consolidated gross debt","Italy","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2013","Million euro","General government","2.070.269,9"
"Government consolidated gross debt","Italy","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2014","Million euro","General government","2.137.333,2"
"Government consolidated gross debt","Italy","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2015","Million euro","General government","2.173.428,0"
"Government consolidated gross debt","Italy","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2016","Million euro","General government","2.220.369,6"
"Government consolidated gross debt","Italy","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2017","Million euro","General government","2.269.009,9"
"Government consolidated gross debt","Italy","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Italy","2018","Million euro","General government","2.321.956,9"
"Government consolidated gross debt","Cyprus","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","1995","Million euro","General government","3.679,1"
"Government consolidated gross debt","Cyprus","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","1996","Million euro","General government","3.987,3"
"Government consolidated gross debt","Cyprus","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","1997","Million euro","General government","4.570,5"
"Government consolidated gross debt","Cyprus","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","1998","Million euro","General government","5.073,9"
"Government consolidated gross debt","Cyprus","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","1999","Million euro","General government","5.509,9"
"Government consolidated gross debt","Cyprus","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2000","Million euro","General government","6.024,4"
"Government consolidated gross debt","Cyprus","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2001","Million euro","General government","6.660,8"
"Government consolidated gross debt","Cyprus","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2002","Million euro","General government","7.339,8"
"Government consolidated gross debt","Cyprus","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2003","Million euro","General government","8.184,8"
"Government consolidated gross debt","Cyprus","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2004","Million euro","General government","9.055,8"
"Government consolidated gross debt","Cyprus","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2005","Million euro","General government","9.595,8"
"Government consolidated gross debt","Cyprus","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2006","Million euro","General government","9.597,7"
"Government consolidated gross debt","Cyprus","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2007","Million euro","General government","9.461,8"
"Government consolidated gross debt","Cyprus","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2008","Million euro","General government","8.658,6"
"Government consolidated gross debt","Cyprus","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2009","Million euro","General government","10.139,0"
"Government consolidated gross debt","Cyprus","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2010","Million euro","General government","10.953,7"
"Government consolidated gross debt","Cyprus","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2011","Million euro","General government","13.057,9"
"Government consolidated gross debt","Cyprus","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2012","Million euro","General government","15.618,4"
"Government consolidated gross debt","Cyprus","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2013","Million euro","General government","18.706,4"
"Government consolidated gross debt","Cyprus","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2014","Million euro","General government","19.013,8"
"Government consolidated gross debt","Cyprus","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2015","Million euro","General government","19.164,0"
"Government consolidated gross debt","Cyprus","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2016","Million euro","General government","19.509,2"
"Government consolidated gross debt","Cyprus","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2017","Million euro","General government","18.814,1"
"Government consolidated gross debt","Cyprus","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Cyprus","2018","Million euro","General government","21.258,1"
"Government consolidated gross debt","Latvia","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","1995","Million euro","General government","561,3"
"Government consolidated gross debt","Latvia","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","1996","Million euro","General government","625,6"
"Government consolidated gross debt","Latvia","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","1997","Million euro","General government","619,5"
"Government consolidated gross debt","Latvia","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","1998","Million euro","General government","574,5"
"Government consolidated gross debt","Latvia","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","1999","Million euro","General government","904,6"
"Government consolidated gross debt","Latvia","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2000","Million euro","General government","1.011,0"
"Government consolidated gross debt","Latvia","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2001","Million euro","General government","1.304,4"
"Government consolidated gross debt","Latvia","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2002","Million euro","General government","1.251,5"
"Government consolidated gross debt","Latvia","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2003","Million euro","General government","1.370,5"
"Government consolidated gross debt","Latvia","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2004","Million euro","General government","1.561,7"
"Government consolidated gross debt","Latvia","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2005","Million euro","General government","1.566,8"
"Government consolidated gross debt","Latvia","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2006","Million euro","General government","1.647,7"
"Government consolidated gross debt","Latvia","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2007","Million euro","General government","1.834,6"
"Government consolidated gross debt","Latvia","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2008","Million euro","General government","4.392,4"
"Government consolidated gross debt","Latvia","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2009","Million euro","General government","6.767,7"
"Government consolidated gross debt","Latvia","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2010","Million euro","General government","8.414,2"
"Government consolidated gross debt","Latvia","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2011","Million euro","General government","8.795,7"
"Government consolidated gross debt","Latvia","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2012","Million euro","General government","9.178,3"
"Government consolidated gross debt","Latvia","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2013","Million euro","General government","8.984,4"
"Government consolidated gross debt","Latvia","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2014","Million euro","General government","9.668,5"
"Government consolidated gross debt","Latvia","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2015","Million euro","General government","8.953,3"
"Government consolidated gross debt","Latvia","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2016","Million euro","General government","10.091,6"
"Government consolidated gross debt","Latvia","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2017","Million euro","General government","10.806,8"
"Government consolidated gross debt","Latvia","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Latvia","2018","Million euro","General government","10.608,0"
"Government consolidated gross debt","Lithuania","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","1995","Million euro","General government","587,5"
"Government consolidated gross debt","Lithuania","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","1996","Million euro","General government","931,1"
"Government consolidated gross debt","Lithuania","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","1997","Million euro","General government","1.408,8"
"Government consolidated gross debt","Lithuania","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","1998","Million euro","General government","1.593,4"
"Government consolidated gross debt","Lithuania","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","1999","Million euro","General government","2.480,4"
"Government consolidated gross debt","Lithuania","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2000","Million euro","General government","2.912,1"
"Government consolidated gross debt","Lithuania","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2001","Million euro","General government","3.185,2"
"Government consolidated gross debt","Lithuania","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2002","Million euro","General government","3.365,7"
"Government consolidated gross debt","Lithuania","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2003","Million euro","General government","3.395,1"
"Government consolidated gross debt","Lithuania","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2004","Million euro","General government","3.404,5"
"Government consolidated gross debt","Lithuania","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2005","Million euro","General government","3.701,9"
"Government consolidated gross debt","Lithuania","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2006","Million euro","General government","4.151,9"
"Government consolidated gross debt","Lithuania","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2007","Million euro","General government","4.609,7"
"Government consolidated gross debt","Lithuania","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2008","Million euro","General government","4.762,1"
"Government consolidated gross debt","Lithuania","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2009","Million euro","General government","7.528,5"
"Government consolidated gross debt","Lithuania","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2010","Million euro","General government","10.150,4"
"Government consolidated gross debt","Lithuania","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2011","Million euro","General government","11.629,2"
"Government consolidated gross debt","Lithuania","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2012","Million euro","General government","13.264,1"
"Government consolidated gross debt","Lithuania","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2013","Million euro","General government","13.550,6"
"Government consolidated gross debt","Lithuania","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2014","Million euro","General government","14.827,1"
"Government consolidated gross debt","Lithuania","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2015","Million euro","General government","15.940,2"
"Government consolidated gross debt","Lithuania","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2016","Million euro","General government","15.524,5"
"Government consolidated gross debt","Lithuania","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2017","Million euro","General government","16.625,1"
"Government consolidated gross debt","Lithuania","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Lithuania","2018","Million euro","General government","15.416,6"
"Government consolidated gross debt","Luxembourg","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","1995","Million euro","General government",":"
"Government consolidated gross debt","Luxembourg","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","1996","Million euro","General government",":"
"Government consolidated gross debt","Luxembourg","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","1997","Million euro","General government",":"
"Government consolidated gross debt","Luxembourg","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","1998","Million euro","General government",":"
"Government consolidated gross debt","Luxembourg","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","1999","Million euro","General government",":"
"Government consolidated gross debt","Luxembourg","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2000","Million euro","General government","1.672,2"
"Government consolidated gross debt","Luxembourg","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2001","Million euro","General government","1.736,6"
"Government consolidated gross debt","Luxembourg","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2002","Million euro","General government","1.768,3"
"Government consolidated gross debt","Luxembourg","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2003","Million euro","General government","1.817,9"
"Government consolidated gross debt","Luxembourg","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2004","Million euro","General government","2.051,9"
"Government consolidated gross debt","Luxembourg","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2005","Million euro","General government","2.217,1"
"Government consolidated gross debt","Luxembourg","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2006","Million euro","General government","2.630,1"
"Government consolidated gross debt","Luxembourg","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2007","Million euro","General government","2.868,2"
"Government consolidated gross debt","Luxembourg","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2008","Million euro","General government","5.684,6"
"Government consolidated gross debt","Luxembourg","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2009","Million euro","General government","5.815,7"
"Government consolidated gross debt","Luxembourg","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2010","Million euro","General government","7.951,0"
"Government consolidated gross debt","Luxembourg","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2011","Million euro","General government","8.074,5"
"Government consolidated gross debt","Luxembourg","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2012","Million euro","General government","9.699,7"
"Government consolidated gross debt","Luxembourg","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2013","Million euro","General government","11.009,6"
"Government consolidated gross debt","Luxembourg","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2014","Million euro","General government","11.330,5"
"Government consolidated gross debt","Luxembourg","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2015","Million euro","General government","11.446,9"
"Government consolidated gross debt","Luxembourg","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2016","Million euro","General government","11.024,4"
"Government consolidated gross debt","Luxembourg","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2017","Million euro","General government","12.697,1"
"Government consolidated gross debt","Luxembourg","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Luxembourg","2018","Million euro","General government","12.586,6"
"Government consolidated gross debt","Hungary","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","1995","Million euro","General government","26.735,4"
"Government consolidated gross debt","Hungary","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","1996","Million euro","General government","24.513,4"
"Government consolidated gross debt","Hungary","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","1997","Million euro","General government","24.388,8"
"Government consolidated gross debt","Hungary","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","1998","Million euro","General government","24.904,0"
"Government consolidated gross debt","Hungary","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","1999","Million euro","General government","27.438,8"
"Government consolidated gross debt","Hungary","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2000","Million euro","General government","27.839,9"
"Government consolidated gross debt","Hungary","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2001","Million euro","General government","32.661,1"
"Government consolidated gross debt","Hungary","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2002","Million euro","General government","40.869,2"
"Government consolidated gross debt","Hungary","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2003","Million euro","General government","42.204,0"
"Government consolidated gross debt","Hungary","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2004","Million euro","General government","50.371,4"
"Government consolidated gross debt","Hungary","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2005","Million euro","General government","53.955,7"
"Government consolidated gross debt","Hungary","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2006","Million euro","General government","62.101,0"
"Government consolidated gross debt","Hungary","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2007","Million euro","General government","66.264,6"
"Government consolidated gross debt","Hungary","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2008","Million euro","General government","72.986,9"
"Government consolidated gross debt","Hungary","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2009","Million euro","General government","76.064,7"
"Government consolidated gross debt","Hungary","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2010","Million euro","General government","78.601,9"
"Government consolidated gross debt","Hungary","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2011","Million euro","General government","72.415,5"
"Government consolidated gross debt","Hungary","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2012","Million euro","General government","77.169,5"
"Government consolidated gross debt","Hungary","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2013","Million euro","General government","78.593,2"
"Government consolidated gross debt","Hungary","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2014","Million euro","General government","79.195,2"
"Government consolidated gross debt","Hungary","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2015","Million euro","General government","83.443,1"
"Government consolidated gross debt","Hungary","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2016","Million euro","General government","87.038,6"
"Government consolidated gross debt","Hungary","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2017","Million euro","General government","90.735,7"
"Government consolidated gross debt","Hungary","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Hungary","2018","Million euro","General government","92.861,2"
"Government consolidated gross debt","Malta","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","1995","Million euro","General government","968,4"
"Government consolidated gross debt","Malta","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","1996","Million euro","General government","1.177,2"
"Government consolidated gross debt","Malta","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","1997","Million euro","General government","1.568,6"
"Government consolidated gross debt","Malta","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","1998","Million euro","General government","1.790,2"
"Government consolidated gross debt","Malta","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","1999","Million euro","General government","2.441,8"
"Government consolidated gross debt","Malta","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2000","Million euro","General government","2.654,0"
"Government consolidated gross debt","Malta","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2001","Million euro","General government","2.989,2"
"Government consolidated gross debt","Malta","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2002","Million euro","General government","2.927,3"
"Government consolidated gross debt","Malta","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2003","Million euro","General government","3.267,4"
"Government consolidated gross debt","Malta","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2004","Million euro","General government","3.449,6"
"Government consolidated gross debt","Malta","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2005","Million euro","General government","3.606,4"
"Government consolidated gross debt","Malta","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2006","Million euro","General government","3.472,9"
"Government consolidated gross debt","Malta","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2007","Million euro","General government","3.584,6"
"Government consolidated gross debt","Malta","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2008","Million euro","General government","3.837,0"
"Government consolidated gross debt","Malta","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2009","Million euro","General government","4.152,7"
"Government consolidated gross debt","Malta","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2010","Million euro","General government","4.452,1"
"Government consolidated gross debt","Malta","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2011","Million euro","General government","4.796,6"
"Government consolidated gross debt","Malta","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2012","Million euro","General government","4.855,1"
"Government consolidated gross debt","Malta","2013","Million euro","Total economy",":"
